bidder_id,lot_id,auction_id,amount,name,address,auction_id,auction_name,city,item_description
15,4,4,707,Lena O'Neill,"12 58a Avenue, Lloydminster, Ab, Canada",4,Allied Auto Auctions,Winnipeg,Gramophone
31,25,2,708,Nixzaliz Madisen Gosum Etrone,"76543 Fairmont Terrace South, Lethbridge, Ab, Canada",2,Penner Auctions,Steinbach,1999 Mazda RX-7
19,9,3,711,Alannah Miley,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,1990 Massey Fergison
19,13,3,713,Alannah Miley,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,A pile of catalytic converters
25,4,4,713,Kolton Ginebra Ampuan Fajardo,"9987 Natal Street, Vancouver, Bc, Canada",4,Allied Auto Auctions,Winnipeg,Gramophone
13,13,4,714,Mila Ahren,"322 Burton Street, Powell River, Bc, Canada",4,Allied Auto Auctions,Winnipeg,A pile of catalytic converters
30,7,4,714,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",4,Allied Auto Auctions,Winnipeg,Guiness Book of World Records 1998
38,18,1,717,Eleanora Celina Cuajunco Dulay,"568 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Box of nuts and bolts
36,21,4,718,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",4,Allied Auto Auctions,Winnipeg,1992 Toyota MR2
32,21,1,720,Celesta Micah Marapao Batac,"22 Fairmont Terrace South, Lethbridge, Ab, Canada",1,Mcdougall Auctions,Winnipeg,1992 Toyota MR2
39,26,2,721,Carlotta Benita Aniban Alejo,"11 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",2,Penner Auctions,Steinbach,1992 Nissan Figaro
2,13,1,723,Leo O'Mangan,"16 Buckingham Square, Maysville,ky, 41056  United States",1,Mcdougall Auctions,Winnipeg,A pile of catalytic converters
25,24,2,723,Kolton Ginebra Ampuan Fajardo,"9987 Natal Street, Vancouver, Bc, Canada",2,Penner Auctions,Steinbach,1995 Subaru WRX
38,6,3,727,Eleanora Celina Cuajunco Dulay,"568 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",3,Selkirk Auctioneers,Selkirk,Box of polka records
32,3,2,728,Celesta Micah Marapao Batac,"22 Fairmont Terrace South, Lethbridge, Ab, Canada",2,Penner Auctions,Steinbach,VCR
39,16,1,732,Carlotta Benita Aniban Alejo,"11 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Grandma's candy dish
18,19,2,736,Orla MacColgan,"67543 Harvey Crescent, City Of Mississauga, On, Canada",2,Penner Auctions,Steinbach,3 winter tires
12,21,2,738,Harper O'Hart,"322 Burton Street, Powell River, Bc, Canada",2,Penner Auctions,Steinbach,1992 Toyota MR2
26,8,2,741,Calvino Florinio Serad Cabangon,"123 South Railway Avenue, Chin, Ab, Canada",2,Penner Auctions,Steinbach,National Geographic Magazines 1988-1996
4,19,2,741,Ollie Mullen,"13 Salt Kettle, Sandwich,ma, 2563  United States",2,Penner Auctions,Steinbach,3 winter tires
39,2,1,742,Carlotta Benita Aniban Alejo,"11 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Fancy stuffed Winnie the Pooh
14,9,1,752,Naomi Dunn,"322 Burton Street, Powell River, Bc, Canada",1,Mcdougall Auctions,Winnipeg,1990 Massey Fergison
13,12,4,752,Mila Ahren,"322 Burton Street, Powell River, Bc, Canada",4,Allied Auto Auctions,Winnipeg,5 definitely not stolen bicycles
7,25,2,757,Brendan O'Healy,"13 Salt Kettle, Sandwich,ma, 2563  United States",2,Penner Auctions,Steinbach,1999 Mazda RX-7
4,23,1,760,Ollie Mullen,"13 Salt Kettle, Sandwich,ma, 2563  United States",1,Mcdougall Auctions,Winnipeg,1992 Nissan Silvia
11,5,4,761,Cora Murry,"12 Oak Street, Town Of Caledon, On, Canada",4,Allied Auto Auctions,Winnipeg,Beer Stein
32,24,4,763,Celesta Micah Marapao Batac,"22 Fairmont Terrace South, Lethbridge, Ab, Canada",4,Allied Auto Auctions,Winnipeg,1995 Subaru WRX
36,8,4,763,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",4,Allied Auto Auctions,Winnipeg,National Geographic Magazines 1988-1996
15,21,1,766,Lena O'Neill,"12 58a Avenue, Lloydminster, Ab, Canada",1,Mcdougall Auctions,Winnipeg,1992 Toyota MR2
18,7,1,770,Orla MacColgan,"67543 Harvey Crescent, City Of Mississauga, On, Canada",1,Mcdougall Auctions,Winnipeg,Guiness Book of World Records 1998
12,4,2,772,Harper O'Hart,"322 Burton Street, Powell River, Bc, Canada",2,Penner Auctions,Steinbach,Gramophone
9,22,1,776,Austin Brennan,"28 Rd 1 SW, Waterville,wa, 98858  United States",1,Mcdougall Auctions,Winnipeg,1993 Toyota Soarer
37,16,1,777,Fernanda Liberty Macapodi Diwata,"344 Reunion Common North-west, Airdrie, Ab, Canada",1,Mcdougall Auctions,Winnipeg,Grandma's candy dish
11,15,2,779,Cora Murry,"12 Oak Street, Town Of Caledon, On, Canada",2,Penner Auctions,Steinbach,Powered swather
31,17,4,783,Nixzaliz Madisen Gosum Etrone,"76543 Fairmont Terrace South, Lethbridge, Ab, Canada",4,Allied Auto Auctions,Winnipeg,Toolbox
32,6,1,783,Celesta Micah Marapao Batac,"22 Fairmont Terrace South, Lethbridge, Ab, Canada",1,Mcdougall Auctions,Winnipeg,Box of polka records
18,18,2,787,Orla MacColgan,"67543 Harvey Crescent, City Of Mississauga, On, Canada",2,Penner Auctions,Steinbach,Box of nuts and bolts
4,14,4,788,Ollie Mullen,"13 Salt Kettle, Sandwich,ma, 2563  United States",4,Allied Auto Auctions,Winnipeg,3 broken push mowers
7,24,1,791,Brendan O'Healy,"13 Salt Kettle, Sandwich,ma, 2563  United States",1,Mcdougall Auctions,Winnipeg,1995 Subaru WRX
17,22,3,801,Margaret O'Shiel,"334 Alexander Avenue, Township Of James, On, Canada",3,Selkirk Auctioneers,Selkirk,1993 Toyota Soarer
34,10,2,801,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",2,Penner Auctions,Steinbach,1970 Honda Moped
36,10,3,802,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",3,Selkirk Auctioneers,Selkirk,1970 Honda Moped
39,13,3,802,Carlotta Benita Aniban Alejo,"11 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",3,Selkirk Auctioneers,Selkirk,A pile of catalytic converters
17,8,2,804,Margaret O'Shiel,"334 Alexander Avenue, Township Of James, On, Canada",2,Penner Auctions,Steinbach,National Geographic Magazines 1988-1996
19,3,3,806,Alannah Miley,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,VCR
36,21,4,807,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",4,Allied Auto Auctions,Winnipeg,1992 Toyota MR2
28,5,3,808,George Gracia Janani Borja,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,Beer Stein
27,5,1,811,Felippe German Hussein Bautista,"123 South Railway Avenue, Chin, Ab, Canada",1,Mcdougall Auctions,Winnipeg,Beer Stein
5,2,2,811,Samuel Mitchell,"13 Salt Kettle, Sandwich,ma, 2563  United States",2,Penner Auctions,Steinbach,Fancy stuffed Winnie the Pooh
30,1,4,817,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",4,Allied Auto Auctions,Winnipeg,Old lamp
29,5,1,819,Thomas Lukas Gallóra Pamplona,"123 South Railway Avenue, Chin, Ab, Canada",1,Mcdougall Auctions,Winnipeg,Beer Stein
34,25,4,820,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",4,Allied Auto Auctions,Winnipeg,1999 Mazda RX-7
32,19,3,823,Celesta Micah Marapao Batac,"22 Fairmont Terrace South, Lethbridge, Ab, Canada",3,Selkirk Auctioneers,Selkirk,3 winter tires
39,6,3,824,Carlotta Benita Aniban Alejo,"11 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",3,Selkirk Auctioneers,Selkirk,Box of polka records
16,14,1,824,Aoibhín O'Higgins,"22 Central Street, City Of Waterloo, On, Canada",1,Mcdougall Auctions,Winnipeg,3 broken push mowers
23,1,4,826,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",4,Allied Auto Auctions,Winnipeg,Old lamp
28,5,1,829,George Gracia Janani Borja,"123 South Railway Avenue, Chin, Ab, Canada",1,Mcdougall Auctions,Winnipeg,Beer Stein
10,19,3,829,Hugh MacDonlevy,"28 Rd 1 SW, Waterville,wa, 98858  United States",3,Selkirk Auctioneers,Selkirk,3 winter tires
13,2,2,831,Mila Ahren,"322 Burton Street, Powell River, Bc, Canada",2,Penner Auctions,Steinbach,Fancy stuffed Winnie the Pooh
21,7,4,832,Toby Reyes Sariua Monteloyola,"555 Chemin Demers, Lévis, Qc, Canada",4,Allied Auto Auctions,Winnipeg,Guiness Book of World Records 1998
29,13,4,833,Thomas Lukas Gallóra Pamplona,"123 South Railway Avenue, Chin, Ab, Canada",4,Allied Auto Auctions,Winnipeg,A pile of catalytic converters
1,18,3,836,Tom O'Kirwan,"2 Salt Lake Street, North Las Vegas,nv, 89030  United States",3,Selkirk Auctioneers,Selkirk,Box of nuts and bolts
38,1,3,837,Eleanora Celina Cuajunco Dulay,"568 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",3,Selkirk Auctioneers,Selkirk,Old lamp
11,5,1,838,Cora Murry,"12 Oak Street, Town Of Caledon, On, Canada",1,Mcdougall Auctions,Winnipeg,Beer Stein
2,19,1,838,Leo O'Mangan,"16 Buckingham Square, Maysville,ky, 41056  United States",1,Mcdougall Auctions,Winnipeg,3 winter tires
6,25,3,838,Darragh Sheahan,"13 Salt Kettle, Sandwich,ma, 2563  United States",3,Selkirk Auctioneers,Selkirk,1999 Mazda RX-7
33,8,4,839,Taliyah Kenna Smith Valle,"333 Carré Édouard, Saint-césaire, Qc, Canada",4,Allied Auto Auctions,Winnipeg,National Geographic Magazines 1988-1996
35,16,4,840,Eskama Alaina Wood Manabat,"444B Carré Édouard, Saint-césaire, Qc, Canada",4,Allied Auto Auctions,Winnipeg,Grandma's candy dish
8,5,4,842,Richard O'Shiel,"28 Rd 1 SW, Waterville,wa, 98858  United States",4,Allied Auto Auctions,Winnipeg,Beer Stein
32,15,1,847,Celesta Micah Marapao Batac,"22 Fairmont Terrace South, Lethbridge, Ab, Canada",1,Mcdougall Auctions,Winnipeg,Powered swather
30,9,2,848,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",2,Penner Auctions,Steinbach,1990 Massey Fergison
14,6,1,849,Naomi Dunn,"322 Burton Street, Powell River, Bc, Canada",1,Mcdougall Auctions,Winnipeg,Box of polka records
14,16,3,850,Naomi Dunn,"322 Burton Street, Powell River, Bc, Canada",3,Selkirk Auctioneers,Selkirk,Grandma's candy dish
10,1,1,855,Hugh MacDonlevy,"28 Rd 1 SW, Waterville,wa, 98858  United States",1,Mcdougall Auctions,Winnipeg,Old lamp
9,20,2,855,Austin Brennan,"28 Rd 1 SW, Waterville,wa, 98858  United States",2,Penner Auctions,Steinbach,1990 Honda Prelude
11,11,1,855,Cora Murry,"12 Oak Street, Town Of Caledon, On, Canada",1,Mcdougall Auctions,Winnipeg,Riding Lawnmower
16,4,4,868,Aoibhín O'Higgins,"22 Central Street, City Of Waterloo, On, Canada",4,Allied Auto Auctions,Winnipeg,Gramophone
34,3,3,873,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",3,Selkirk Auctioneers,Selkirk,VCR
34,20,3,876,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",3,Selkirk Auctioneers,Selkirk,1990 Honda Prelude
13,5,2,879,Mila Ahren,"322 Burton Street, Powell River, Bc, Canada",2,Penner Auctions,Steinbach,Beer Stein
15,19,3,884,Lena O'Neill,"12 58a Avenue, Lloydminster, Ab, Canada",3,Selkirk Auctioneers,Selkirk,3 winter tires
35,26,3,884,Eskama Alaina Wood Manabat,"444B Carré Édouard, Saint-césaire, Qc, Canada",3,Selkirk Auctioneers,Selkirk,1992 Nissan Figaro
20,4,3,887,Max Joaquin Singco Buenaventura,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,Gramophone
14,17,4,888,Naomi Dunn,"322 Burton Street, Powell River, Bc, Canada",4,Allied Auto Auctions,Winnipeg,Toolbox
30,20,3,888,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,1990 Honda Prelude
7,18,3,901,Brendan O'Healy,"13 Salt Kettle, Sandwich,ma, 2563  United States",3,Selkirk Auctioneers,Selkirk,Box of nuts and bolts
10,17,3,901,Hugh MacDonlevy,"28 Rd 1 SW, Waterville,wa, 98858  United States",3,Selkirk Auctioneers,Selkirk,Toolbox
1,1,1,902,Tom O'Kirwan,"2 Salt Lake Street, North Las Vegas,nv, 89030  United States",1,Mcdougall Auctions,Winnipeg,Old lamp
33,19,4,903,Taliyah Kenna Smith Valle,"333 Carré Édouard, Saint-césaire, Qc, Canada",4,Allied Auto Auctions,Winnipeg,3 winter tires
23,7,4,904,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",4,Allied Auto Auctions,Winnipeg,Guiness Book of World Records 1998
22,1,4,905,Cayden Aaron Ibrahim Ceniza,"555 Chemin Demers, Lévis, Qc, Canada",4,Allied Auto Auctions,Winnipeg,Old lamp
37,9,3,905,Fernanda Liberty Macapodi Diwata,"344 Reunion Common North-west, Airdrie, Ab, Canada",3,Selkirk Auctioneers,Selkirk,1990 Massey Fergison
24,8,4,909,Lisandro Elias Chincuanco Tolosa,"555 Chemin Demers, Lévis, Qc, Canada",4,Allied Auto Auctions,Winnipeg,National Geographic Magazines 1988-1996
18,12,3,910,Orla MacColgan,"67543 Harvey Crescent, City Of Mississauga, On, Canada",3,Selkirk Auctioneers,Selkirk,5 definitely not stolen bicycles
30,22,2,912,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",2,Penner Auctions,Steinbach,1993 Toyota Soarer
8,18,3,914,Richard O'Shiel,"28 Rd 1 SW, Waterville,wa, 98858  United States",3,Selkirk Auctioneers,Selkirk,Box of nuts and bolts
13,6,4,922,Mila Ahren,"322 Burton Street, Powell River, Bc, Canada",4,Allied Auto Auctions,Winnipeg,Box of polka records
8,24,2,925,Richard O'Shiel,"28 Rd 1 SW, Waterville,wa, 98858  United States",2,Penner Auctions,Steinbach,1995 Subaru WRX
24,17,3,926,Lisandro Elias Chincuanco Tolosa,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,Toolbox
18,22,4,929,Orla MacColgan,"67543 Harvey Crescent, City Of Mississauga, On, Canada",4,Allied Auto Auctions,Winnipeg,1993 Toyota Soarer
13,22,4,929,Mila Ahren,"322 Burton Street, Powell River, Bc, Canada",4,Allied Auto Auctions,Winnipeg,1993 Toyota Soarer
11,6,1,929,Cora Murry,"12 Oak Street, Town Of Caledon, On, Canada",1,Mcdougall Auctions,Winnipeg,Box of polka records
9,23,3,934,Austin Brennan,"28 Rd 1 SW, Waterville,wa, 98858  United States",3,Selkirk Auctioneers,Selkirk,1992 Nissan Silvia
24,16,1,940,Lisandro Elias Chincuanco Tolosa,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Grandma's candy dish
35,16,1,943,Eskama Alaina Wood Manabat,"444B Carré Édouard, Saint-césaire, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Grandma's candy dish
9,22,4,944,Austin Brennan,"28 Rd 1 SW, Waterville,wa, 98858  United States",4,Allied Auto Auctions,Winnipeg,1993 Toyota Soarer
3,10,1,944,Victor O'Concannon,"4 Ranch K Lane, Nemo,sd, 53359  United States",1,Mcdougall Auctions,Winnipeg,1970 Honda Moped
30,17,1,945,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",1,Mcdougall Auctions,Winnipeg,Toolbox
7,21,1,946,Brendan O'Healy,"13 Salt Kettle, Sandwich,ma, 2563  United States",1,Mcdougall Auctions,Winnipeg,1992 Toyota MR2
32,2,3,947,Celesta Micah Marapao Batac,"22 Fairmont Terrace South, Lethbridge, Ab, Canada",3,Selkirk Auctioneers,Selkirk,Fancy stuffed Winnie the Pooh
23,14,4,947,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",4,Allied Auto Auctions,Winnipeg,3 broken push mowers
37,2,1,949,Fernanda Liberty Macapodi Diwata,"344 Reunion Common North-west, Airdrie, Ab, Canada",1,Mcdougall Auctions,Winnipeg,Fancy stuffed Winnie the Pooh
1,19,4,952,Tom O'Kirwan,"2 Salt Lake Street, North Las Vegas,nv, 89030  United States",4,Allied Auto Auctions,Winnipeg,3 winter tires
2,16,3,954,Leo O'Mangan,"16 Buckingham Square, Maysville,ky, 41056  United States",3,Selkirk Auctioneers,Selkirk,Grandma's candy dish
39,1,2,961,Carlotta Benita Aniban Alejo,"11 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",2,Penner Auctions,Steinbach,Old lamp
19,16,2,964,Alannah Miley,"555 Chemin Demers, Lévis, Qc, Canada",2,Penner Auctions,Steinbach,Grandma's candy dish
2,3,3,970,Leo O'Mangan,"16 Buckingham Square, Maysville,ky, 41056  United States",3,Selkirk Auctioneers,Selkirk,VCR
38,21,4,972,Eleanora Celina Cuajunco Dulay,"568 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",4,Allied Auto Auctions,Winnipeg,1992 Toyota MR2
21,26,1,981,Toby Reyes Sariua Monteloyola,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,1992 Nissan Figaro
23,8,4,982,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",4,Allied Auto Auctions,Winnipeg,National Geographic Magazines 1988-1996
36,6,1,983,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",1,Mcdougall Auctions,Winnipeg,Box of polka records
13,23,4,984,Mila Ahren,"322 Burton Street, Powell River, Bc, Canada",4,Allied Auto Auctions,Winnipeg,1992 Nissan Silvia
31,3,3,984,Nixzaliz Madisen Gosum Etrone,"76543 Fairmont Terrace South, Lethbridge, Ab, Canada",3,Selkirk Auctioneers,Selkirk,VCR
10,18,1,985,Hugh MacDonlevy,"28 Rd 1 SW, Waterville,wa, 98858  United States",1,Mcdougall Auctions,Winnipeg,Box of nuts and bolts
14,4,4,986,Naomi Dunn,"322 Burton Street, Powell River, Bc, Canada",4,Allied Auto Auctions,Winnipeg,Gramophone
6,22,3,991,Darragh Sheahan,"13 Salt Kettle, Sandwich,ma, 2563  United States",3,Selkirk Auctioneers,Selkirk,1993 Toyota Soarer
39,7,1,997,Carlotta Benita Aniban Alejo,"11 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Guiness Book of World Records 1998
30,5,2,997,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",2,Penner Auctions,Steinbach,Beer Stein
20,19,1,997,Max Joaquin Singco Buenaventura,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,3 winter tires
16,16,3,998,Aoibhín O'Higgins,"22 Central Street, City Of Waterloo, On, Canada",3,Selkirk Auctioneers,Selkirk,Grandma's candy dish
23,11,4,999,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",4,Allied Auto Auctions,Winnipeg,Riding Lawnmower
22,13,4,1002,Cayden Aaron Ibrahim Ceniza,"555 Chemin Demers, Lévis, Qc, Canada",4,Allied Auto Auctions,Winnipeg,A pile of catalytic converters
16,12,4,1003,Aoibhín O'Higgins,"22 Central Street, City Of Waterloo, On, Canada",4,Allied Auto Auctions,Winnipeg,5 definitely not stolen bicycles
32,11,1,1004,Celesta Micah Marapao Batac,"22 Fairmont Terrace South, Lethbridge, Ab, Canada",1,Mcdougall Auctions,Winnipeg,Riding Lawnmower
30,5,3,1006,Eldora Bianca Tengco Acuesta,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,Beer Stein
37,23,4,1007,Fernanda Liberty Macapodi Diwata,"344 Reunion Common North-west, Airdrie, Ab, Canada",4,Allied Auto Auctions,Winnipeg,1992 Nissan Silvia
26,2,3,1010,Calvino Florinio Serad Cabangon,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,Fancy stuffed Winnie the Pooh
27,16,2,1015,Felippe German Hussein Bautista,"123 South Railway Avenue, Chin, Ab, Canada",2,Penner Auctions,Steinbach,Grandma's candy dish
9,26,2,1015,Austin Brennan,"28 Rd 1 SW, Waterville,wa, 98858  United States",2,Penner Auctions,Steinbach,1992 Nissan Figaro
10,21,1,1017,Hugh MacDonlevy,"28 Rd 1 SW, Waterville,wa, 98858  United States",1,Mcdougall Auctions,Winnipeg,1992 Toyota MR2
39,7,1,1018,Carlotta Benita Aniban Alejo,"11 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Guiness Book of World Records 1998
22,13,1,1018,Cayden Aaron Ibrahim Ceniza,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,A pile of catalytic converters
19,14,1,1021,Alannah Miley,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,3 broken push mowers
12,11,4,1022,Harper O'Hart,"322 Burton Street, Powell River, Bc, Canada",4,Allied Auto Auctions,Winnipeg,Riding Lawnmower
36,17,1,1023,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",1,Mcdougall Auctions,Winnipeg,Toolbox
36,4,2,1024,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",2,Penner Auctions,Steinbach,Gramophone
13,12,3,1027,Mila Ahren,"322 Burton Street, Powell River, Bc, Canada",3,Selkirk Auctioneers,Selkirk,5 definitely not stolen bicycles
6,10,1,1031,Darragh Sheahan,"13 Salt Kettle, Sandwich,ma, 2563  United States",1,Mcdougall Auctions,Winnipeg,1970 Honda Moped
36,8,2,1031,Evelyn Gisselle Alonto Capulong,"533 Reunion Common North-west, Airdrie, Ab, Canada",2,Penner Auctions,Steinbach,National Geographic Magazines 1988-1996
15,7,2,1033,Lena O'Neill,"12 58a Avenue, Lloydminster, Ab, Canada",2,Penner Auctions,Steinbach,Guiness Book of World Records 1998
2,20,1,1035,Leo O'Mangan,"16 Buckingham Square, Maysville,ky, 41056  United States",1,Mcdougall Auctions,Winnipeg,1990 Honda Prelude
24,2,1,1035,Lisandro Elias Chincuanco Tolosa,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,Fancy stuffed Winnie the Pooh
32,20,1,1036,Celesta Micah Marapao Batac,"22 Fairmont Terrace South, Lethbridge, Ab, Canada",1,Mcdougall Auctions,Winnipeg,1990 Honda Prelude
8,2,2,1037,Richard O'Shiel,"28 Rd 1 SW, Waterville,wa, 98858  United States",2,Penner Auctions,Steinbach,Fancy stuffed Winnie the Pooh
20,6,2,1039,Max Joaquin Singco Buenaventura,"555 Chemin Demers, Lévis, Qc, Canada",2,Penner Auctions,Steinbach,Box of polka records
31,23,3,1040,Nixzaliz Madisen Gosum Etrone,"76543 Fairmont Terrace South, Lethbridge, Ab, Canada",3,Selkirk Auctioneers,Selkirk,1992 Nissan Silvia
31,26,3,1044,Nixzaliz Madisen Gosum Etrone,"76543 Fairmont Terrace South, Lethbridge, Ab, Canada",3,Selkirk Auctioneers,Selkirk,1992 Nissan Figaro
10,7,4,1047,Hugh MacDonlevy,"28 Rd 1 SW, Waterville,wa, 98858  United States",4,Allied Auto Auctions,Winnipeg,Guiness Book of World Records 1998
39,23,3,1047,Carlotta Benita Aniban Alejo,"11 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",3,Selkirk Auctioneers,Selkirk,1992 Nissan Silvia
23,26,2,1048,Braulio Daunte Nacu Acuña,"555 Chemin Demers, Lévis, Qc, Canada",2,Penner Auctions,Steinbach,1992 Nissan Figaro
24,24,3,1050,Lisandro Elias Chincuanco Tolosa,"555 Chemin Demers, Lévis, Qc, Canada",3,Selkirk Auctioneers,Selkirk,1995 Subaru WRX
15,25,4,1053,Lena O'Neill,"12 58a Avenue, Lloydminster, Ab, Canada",4,Allied Auto Auctions,Winnipeg,1999 Mazda RX-7
5,2,4,1054,Samuel Mitchell,"13 Salt Kettle, Sandwich,ma, 2563  United States",4,Allied Auto Auctions,Winnipeg,Fancy stuffed Winnie the Pooh
7,20,3,1054,Brendan O'Healy,"13 Salt Kettle, Sandwich,ma, 2563  United States",3,Selkirk Auctioneers,Selkirk,1990 Honda Prelude
15,26,4,1056,Lena O'Neill,"12 58a Avenue, Lloydminster, Ab, Canada",4,Allied Auto Auctions,Winnipeg,1992 Nissan Figaro
19,14,2,1059,Alannah Miley,"555 Chemin Demers, Lévis, Qc, Canada",2,Penner Auctions,Steinbach,3 broken push mowers
34,2,3,1060,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",3,Selkirk Auctioneers,Selkirk,Fancy stuffed Winnie the Pooh
21,19,1,1061,Toby Reyes Sariua Monteloyola,"555 Chemin Demers, Lévis, Qc, Canada",1,Mcdougall Auctions,Winnipeg,3 winter tires
28,7,3,1062,George Gracia Janani Borja,"123 South Railway Avenue, Chin, Ab, Canada",3,Selkirk Auctioneers,Selkirk,Guiness Book of World Records 1998
16,7,1,1063,Aoibhín O'Higgins,"22 Central Street, City Of Waterloo, On, Canada",1,Mcdougall Auctions,Winnipeg,Guiness Book of World Records 1998
1,1,3,1063,Tom O'Kirwan,"2 Salt Lake Street, North Las Vegas,nv, 89030  United States",3,Selkirk Auctioneers,Selkirk,Old lamp
3,9,4,1067,Victor O'Concannon,"4 Ranch K Lane, Nemo,sd, 53359  United States",4,Allied Auto Auctions,Winnipeg,1990 Massey Fergison
34,20,2,1067,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",2,Penner Auctions,Steinbach,1990 Honda Prelude
38,16,4,1068,Eleanora Celina Cuajunco Dulay,"568 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",4,Allied Auto Auctions,Winnipeg,Grandma's candy dish
34,26,1,1072,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",1,Mcdougall Auctions,Winnipeg,1992 Nissan Figaro
38,1,2,1075,Eleanora Celina Cuajunco Dulay,"568 Chemin Des Quatre-pattes, Grand-remous, Qc, Canada",2,Penner Auctions,Steinbach,Old lamp
22,20,4,1075,Cayden Aaron Ibrahim Ceniza,"555 Chemin Demers, Lévis, Qc, Canada",4,Allied Auto Auctions,Winnipeg,1990 Honda Prelude
34,20,4,1077,Bridget Geavonna Cadar Montano,"444 Carré Édouard, Saint-césaire, Qc, Canada",4,Allied Auto Auctions,Winnipeg,1990 Honda Prelude
12,3,3,1077,Harper O'Hart,"322 Burton Street, Powell River, Bc, Canada",3,Selkirk Auctioneers,Selkirk,VCR
